0.64,0.64
x64,0.64
0.64,0.64
0.64,0.64
0.64,0.64
0.x4x,0.64
0.64,0.64
0.467,0.467
0.467,0.467
0.467,0.467
0543,0.543
0.543,0.543
0.543,0.543
0.547,0.547
0.547,0.547
x597,0.547
0.555,0.555
0.555,0.555
0.555,0.555
0.563,0.563
0.563,0.563
0.563,0.563
0.563,0.563
0.565,0.565
0.565,0.565
0.565,0.565
0.57x,0.565
0.57x,0.565
0.57,0.57
0.56,0.56
056,0.56
0.56,0.56
0.66,0.66
0.66,0.66
0.66,0.66
0.53,0.53
0.53,0.53
0.53,0.53
x53,0.53
0.54x,0.53
0.54x,0.53
0.54x,0.53
0.55x,0.53
0.55x,0.53
0.55x,0.53
0.545,0.545
0.545,0.545
x545,0.545
0.545,0.545
0.61x,0.545
061x,0.545
0.747,0.747
0.747,0.747
0.747,0.747
0.747,0.747
0.67,0.67
0.67,0.67
0.67,0.67
0.66,0.66
0.66,0.66
0.66,0.66
0.74x,0.66
0.74x,0.66
0.74x,0.66
0.747,0.747
0.727,0.727
0.727,0.727
09x7,0.727
0.51x,0.727
0.51x,0.727
x51x,0.727
0.627,0.627
0.627,0.627
0.627,0.627
0.49,0.49
0.49,0.49
0.49,0.49
0.49,0.49
x567,0.49
0.567,0.567
0.575,0.575
0.575,0.575
0.575,0.575
0.575,0.575
0.675,0.675
0.675,0.675
0.675,0.675
0.50x,0.675
0.60x,0.675
0.60x,0.675
060x,0.675
0.677,0.677
0.677,0.677
0.677,0.677
0.477,0.477
0.477,0.477
0.477,0.477
0.61x,0.477
0.61x,0.477
0.614,0.614
0.603,0.603
0.603,0.603
0.603,0.603
0.53,0.53
0.53,0.53
0.53,0.53
0.53,0.53
0.585,0.585
0.585,0.585
0.585,0.585
0.577,0.577
0.577,0.577
0.577,0.577
0.757,0.757
0.757,0.757
0.757,0.757
0.757,0.757
0.507,0.507
x507,0.507
0.67,0.67
0.61,0.61
0.61,0.61
0.615,0.615
0.55,0.55
0.55,0.55
0.55,0.55
0.55x,0.55
0.55x,0.55
0.55x,0.55
0.55x,0.55
0.x9,0.55
0.69,0.69
0.565,0.565
0.565,0.565
0.565,0.565
0.565,0.565
